r [kpc],mass_cum [solMass],v_circ,v_rot,v_dm,v_baryon,v_ring,v_bulge
0.0,-0.12070343177840379,0.0,0.0,0.0,0.0,0.0,0.0
0.1,5846884211.708932,392.69831378079783,393.14209141621717,21.2052633440622,392.1253657349788,0.0,392.1806770982976
0.2,11979378295.146275,417.935188008978,418.7501598379305,29.89930667839357,416.8643098614358,0.0,417.04799677668126
0.3,17356347519.901367,422.1877609443747,423.3697146293017,36.51022436539807,420.60612098258014,0.0,420.9836915038128
0.4,22067184402.86147,419.8981967476062,421.4449411089951,42.03362876940384,417.78902532781706,0.0,418.4235928185344
0.5,26234354244.202263,414.9978061790276,416.9062881065742,46.856529656269586,412.3440853971073,0.0,413.2972264535506
0.6,29959398887.32569,408.97484685533834,411.24059704653257,51.17809826726204,405.76006163506764,0.0,407.09172917699647
0.7000000000000001,33322101105.605,402.4923514144398,405.10939733599497,55.11706295746837,398.70064248514495,0.0,400.4689450743277
0.8,36385149255.688545,395.8746970467488,398.8355956821711,58.75105288244152,391.4908549979931,0.0,393.7515686112209
0.9,39198398398.2387,389.28922705622944,392.58512819049145,62.134180026987075,384.2986416504884,0.0,387.1046119809716
1.0,41802080884.34511,382.82455256935873,386.44526232284267,65.30598342704927,377.21315801355036,0.0,380.61359958252
1.1,44229139288.98103,376.52778734588577,380.4618216161569,68.29641905105699,370.2820192615231,0.0,374.32172425222825
1.2,46506919711.34122,370.4233389401035,374.65796619317655,71.12884381504144,363.5301055058168,0.0,368.24857455660174
1.3000000000000003,48658412582.527916,364.5232581958206,369.0445286103944,73.82189972406745,356.96993274900143,0.0,362.40043521148374
1.4000000000000001,50703174047.50465,358.8329553673661,363.62571844531317,76.3907567695344,350.6073903069585,0.0,356.7759609228001
1.5000000000000002,52658018099.416664,353.3545156149236,358.40242756263797,78.84796292297,344.4450790015082,0.0,351.36946706845714
1.6,54537544012.032364,348.0886835210269,353.37420574711007,81.20404327891453,338.48432009556626,0.0,346.1728967562235
1.7,56354541798.10373,343.0360419313252,348.5404327550761,83.46793339261744,332.726359279026,0.0,341.17700007450145
1.8000000000000003,58120306993.39071,338.19771015823943,343.9010120095183,85.6472997307164,327.17309058832046,0.0,336.3720507859584
1.9000000000000001,59844887093.017365,333.575740248323,339.4567649721263,87.74878126926502,321.8274784227961,0.0,331.748278983812
2.0,61537275520.17009,329.1733022795337,335.2096177461059,89.77817476537044,316.6937673359106,0.0,327.2961148180889
2.1,63205564823.492226,324.99474889892355,331.16266999018154,91.74057899156027,311.77756971624444,0.0,323.00633602378497
2.2,64857068443.12899,321.0456420183328,327.3202284062372,93.64050854293541,307.0859153702493,0.0,318.87020290018984
2.3000000000000003,66498416177.60783,317.3325824194488,323.68764914074546,95.48198472731693,302.62709471811786,0.0,314.8794264486401
2.4,68135632564.82033,313.86304905110336,320.27119254119873,97.26860894948379,298.410507979675,0.0,311.0261653956376
2.5000000000000004,69774194845.66554,310.6453376832348,317.0779779514803,99.00362255097247,294.44661408499087,0.0,307.3031633016204
2.6,71419081769.60405,307.68810254892713,314.1155519669659,100.68995604808855,290.74645518250617,0.0,303.7035043262719
2.7,73074810312.0715,305.0003172289031,311.39186967788703,102.33026998289412,287.32161310099787,0.0,300.2208193800888
2.8000000000000003,74745464382.34358,302.5908195969024,308.91486973762176,103.92698907443537,284.18371706740584,0.0,296.8490922554584
2.9000000000000004,76434716856.66025,300.4680983407572,306.69228650986247,105.48233096990019,281.34419484621924,0.0,293.58272508052283
3.0000000000000004,78145846301.35432,298.6399498245165,304.73133438046415,106.99833060711092,278.8138749748318,0.0,290.4164808224173
3.1,79881749575.03769,297.1131711021786,303.038425281341,108.47686098294386,276.6026158113469,0.0,287.3454623435715
3.2,81644951301.86754,295.8932369955171,301.61886691867187,109.91965095734867,274.71890730908916,0.0,284.3650654086407
3.3000000000000003,83437611090.26178,294.98410826032705,300.4766845019699,111.32830059608061,273.1696059457001,0.0,281.47104808776004
3.4,85261529154.98138,294.3877831961638,299.61418443452794,112.70429445719252,271.9593883396159,0.0,278.65930340827146
3.5000000000000004,87118151056.35007,294.104410142346,299.03206131613166,114.04901314966999,271.09080889023824,0.0,275.92617923685424
3.6,89008572195.96361,294.1316919145811,298.728801797609,115.36374343228377,270.56359490852475,0.0,273.2680043252563
3.7,90933542194.10507,294.46523659957796,298.7010107116681,116.64968707278378,270.3749730863917,0.0,270.6815625864419
3.8000000000000003,92893470080.2075,295.09814435410044,298.94297889381465,117.90796864933074,270.5191781190789,35.62104418040704,268.16369430204276
3.9000000000000004,94888430249.84727,296.02112885068755,299.4467704674389,119.1396424452339,270.9875538176194,53.213756179745,265.71140449235486
4.0,96918169476.22905,297.2227493515928,300.2024156009656,120.34569856318628,271.76879064649506,67.22929074902869,263.3220424401289
4.1,98982115555.03091,298.6891633071028,301.19762624454,121.52706836486873,272.8486538939447,79.55564673069235,260.99288688582857
4.2,101079387420.95175,300.4046216226252,302.41824489060923,122.68462932519837,274.2105366676695,90.85483079091392,258.72150691723664
