x r/re,result
0.001,7.467529355959614e-07
0.0010595601792776,8.376004496846704e-07
0.0011226677735108,9.394781141037278e-07
0.0011895340673703,1.053721784525887e-06
0.0012603829296797,1.1818285891364315e-06
0.0013354515629298,1.3254763203623185e-06
0.0014149912974345,1.4865451450605729e-06
0.001499268432786,1.667141911258559e-06
0.001588565129428,1.8696273573746364e-06
0.0016831803533309,2.0966465690590698e-06
0.0017834308769319,2.3511630680736566e-06
0.0018896523396912,2.6364969642642485e-06
0.0020022003718155,2.95636764824711e-06
0.0021214517849106,3.3149415640276914e-06
0.0022478058335487,3.7168856598095815e-06
0.0023816855519761,4.1674271834369565e-06
0.0025235391704347,4.672420573126759e-06
0.0026738416158399,5.238422275078994e-06
0.0028330961018393,5.872774416697493e-06
0.0030018358135755,6.583698376536845e-06
0.0031806256927941,7.3803994065832705e-06
0.0033700643292719,8.273183599795534e-06
0.0035707859649004,9.273588640128729e-06
0.0037834626171319,1.0394529945463754e-05
0.0040088063288984,1.165046399002106e-05
0.0042475715525368,1.3057570794501165e-05
0.0045005576757004,1.4633957822770518e-05
0.0047686116977144,1.639988773231171e-05
0.0050526310653356,1.83780327601798e-05
0.0053535666774107,2.059375879255385e-05
0.0056724260684919,2.307544253249656e-05
0.0060102767820703,2.5854825566063195e-05
0.0063682499447185,2.896740953949951e-05
0.0067475440531106,3.245289714109042e-05
0.0071494289865975,3.635568409807485e-05
0.0075752502587719,4.072540797595248e-05
0.0080264335222571,4.56175602044092e-05
0.0085044893418026,5.109416846537772e-05
0.009011018251665,5.722455734099276e-05
0.009547716114208,6.408619601113844e-05
0.010116379797662,7.176564268063587e-05
0.0107189131920512,8.035959653189514e-05
0.011357333583431,8.997606907667161e-05
0.0120337784077758,0.0001007356881002
0.0127505124071301,0.0001127731487203
0.0135099352119802,0.0001262388276711
0.0143145893752347,0.0001413005785026
0.0151671688847092,0.0001581457272856
0.0160705281826163,0.0001769832903456
0.017027691722259,0.0001980464377251
0.0180418640939207,0.000221595228431
0.019116440753857,0.0002479196460997
0.0202550193923066,0.0002773429664104
0.021461411978584,0.0003102254906377
0.0227396575235792,0.0003469686829
0.0240940356023952,0.0003880197521162
0.0255290806823951,0.0004338767233507
0.0270495973046313,0.0004850940471698
0.0286606761694825,0.0005422887997117
0.0303677111803545,0.000606147530656
0.0321764175025073,0.0006774338204633
0.0340928506974681,0.0007569966136127
0.0361234269970943,0.0008457793985536
0.0382749447851631,0.0009448303105955
0.0405546073584082,0.0010553132383918
0.0429700470432084,0.0011785200195588
0.0455293507486695,0.0013158838151741
0.0482410870416537,0.001468993756972
