x r/re,result
0.001,1.6027240424408812e-06
0.0010595601792776,1.7897949629041284e-06
0.0011226677735108,1.9985750560766103e-06
0.0011895340673703,2.231566427001886e-06
0.0012603829296797,2.4915571982214758e-06
0.0013354515629298,2.781653877104505e-06
0.0014149912974345,3.1053173403422123e-06
0.001499268432786,3.4664028334368005e-06
0.001588565129428,3.869204425437957e-06
0.0016831803533309,4.318504406880681e-06
0.0017834308769319,4.819628171278776e-06
0.0018896523396912,5.378505177825257e-06
0.0020022003718155,6.001736655572002e-06
0.0021214517849106,6.696670781228588e-06
0.0022478058335487,7.4714861410528015e-06
0.0023816855519761,8.335284364059268e-06
0.0025235391704347,9.298192923174082e-06
0.0026738416158399,1.0371479185693784e-05
0.0028330961018393,1.1567676923708142e-05
0.0030018358135755,1.2900726609134557e-05
0.0031806256927941,1.4386130958892242e-05
0.0033700643292719,1.6041127348420123e-05
0.0035707859649004,1.7884878872352455e-05
0.0037834626171319,1.993868601369934e-05
0.0040088063288984,2.2226221081233883e-05
0.0042475715525368,2.4773787794342878e-05
0.0045005576757004,2.7610608624655985e-05
0.0047686116977144,3.076914276938237e-05
0.0050526310653356,3.428543791586127e-05
0.0053535666774107,3.8199519252907705e-05
0.0056724260684919,4.255581954108609e-05
0.0060102767820703,4.740365439626586e-05
0.0063682499447185,5.279774736331864e-05
0.0067475440531106,5.879880976177127e-05
0.0071494289865975,6.547418078190875e-05
0.0075752502587719,7.2898533785178e-05
0.0080264335222571,8.115465533582116e-05
0.0085044893418026,9.033430406932958e-05
0.009011018251665,0.0001005391571199
0.009547716114208,0.0001118818525785
0.010116379797662,0.0001244871370232
0.0107189131920512,0.0001384931282202
0.011357333583431,0.0001540527035794
0.0120337784077758,0.0001713350261374
0.0127505124071301,0.0001905272205691
0.0135099352119802,0.0002118362128253
0.0143145893752347,0.0002354907479678
0.0151671688847092,0.0002617436018623
0.0160705281826163,0.0002908740035204
0.017027691722259,0.0003231902860153
0.0180418640939207,0.0003590327850163
0.019116440753857,0.0003987770052794
0.0202550193923066,0.000442837076531
0.021461411978584,0.0004916695211742
0.0227396575235792,0.0005457773578943
0.0240940356023952,0.0006057145653551
0.0255290806823951,0.0006720909319977
0.0270495973046313,0.0007455773182963
0.0286606761694825,0.0008269113580863
0.0303677111803545,0.0009169036264784
0.0321764175025073,0.0010164443013134
0.0340928506974681,0.0011265103449057
0.0361234269970943,0.0012481732313668
0.0382749447851631,0.0013826072439345
0.0405546073584082,0.0015310983634463
0.0429700470432084,0.0016950537660274
0.0455293507486695,0.0018760119440633
0.0482410870416537,0.0020756534577411
0.0511143348344016,0.0022958123180445
0.0541587137807947,0.0025384879924445
0.0573844164830239,0.0028058580133619
0.0608022426164942,0.0031002911557135
0.0644236350872137,0.0034243611338425
0.0682607183427238,0.0037808607477668
0.0723263389648353,0.0041728163859292
0.0766341086800745,0.0046035027643204
0.0811984499318401,0.0050764577490153
0.086034644166845,0.0055954970738608
0.0911588829975082,0.0061647287198972
0.096588322411587,0.006788566676348
0.1023411402105453,0.0074717437461539
0.1084365968689611,0.0082193229963048
0.1148951000187309,0.0090367073830394
0.1217382727739662,0.0099296470030251
0.1289890261253309,0.0109042433354822
0.1366716356462007,0.0119669497468655
0.1448118227674534,0.0131245674145949
0.1534368408930013,0.0143842357628012
0.1625755666443795,0.015753416296706
0.1722585965398787,0.0172398687174262
0.1825183494319044,0.0188516179885677
0.1933891750455232,0.0205969109534146
0.2049074689815848,0.0224841609778813
0.2171117945694505,0.0245218790000355
0.2300430119772919,0.0267185892872593
0.2437444150122221,0.0290827281584331
0.2582618760682677,0.0316225239172141
0.2736439997074671,0.0343458563072007
0.2899422853882878,0.0372600938704488
0.3072112998861759,0.0403719078698388
0.325508859983506,0.0436870616736894
0.3448962260405759,0.0472101749801554
0.3654383070957258,0.0509444628353772
0.3872038781812557,0.0548914501613212
0.4102658105827194,0.0590506634639965
0.4347013158125026,0.063419302566285
0.4605922041145108,0.0679918965988578
0.4880251583654433,0.0727599501231495
0.517092024289676,0.0777115871125554
