Rpeak,BTmin
1.0,0.07590000000000001
1.1,0.0698
1.2000000000000002,0.06470000000000001
1.3000000000000003,0.0613
1.4000000000000004,0.057600000000000005
1.5000000000000004,0.0548
1.6000000000000005,0.0523
1.7000000000000006,0.050100000000000006
1.8000000000000007,0.048100000000000004
1.9000000000000008,0.0465
2.000000000000001,0.0449
2.100000000000001,0.0437
2.200000000000001,0.0422
2.300000000000001,0.041
2.4000000000000012,0.039900000000000005
2.5000000000000013,0.0391
2.6000000000000014,0.038
2.7000000000000015,0.0373
2.8000000000000016,0.036500000000000005
2.9000000000000017,0.0357
3.0000000000000018,0.035300000000000005
3.100000000000002,0.0345
3.200000000000002,0.033800000000000004
3.300000000000002,0.0334
3.400000000000002,0.0329
3.500000000000002,0.0324
3.6000000000000023,0.0318
3.7000000000000024,0.0313
3.8000000000000025,0.0309
3.9000000000000026,0.0307
4.000000000000003,0.0303
4.100000000000003,0.029900000000000003
4.200000000000003,0.0297
4.3000000000000025,0.029300000000000003
4.400000000000003,0.028900000000000002
4.5000000000000036,0.0287
4.600000000000003,0.0285
4.700000000000003,0.0281
4.800000000000003,0.0279
4.900000000000004,0.027700000000000002
5.0000000000000036,0.0273
5.100000000000003,0.027100000000000003
5.200000000000004,0.0269
5.300000000000004,0.0267
5.400000000000004,0.026600000000000002
5.5000000000000036,0.0264
5.600000000000004,0.0262
5.700000000000005,0.026000000000000002
5.800000000000004,0.0258
5.900000000000004,0.0257
6.000000000000004,0.025500000000000002
6.100000000000005,0.0253
6.200000000000005,0.0251
6.300000000000004,0.025
6.400000000000005,0.025
6.500000000000005,0.024800000000000003
6.600000000000005,0.0246
6.700000000000005,0.0244
6.800000000000005,0.0244
6.900000000000006,0.024300000000000002
7.000000000000005,0.0241
7.100000000000005,0.0239
7.2000000000000055,0.0239
7.300000000000006,0.0238
7.400000000000006,0.0238
7.500000000000005,0.0236
7.600000000000006,0.0235
7.700000000000006,0.0235
7.800000000000006,0.0233
7.900000000000006,0.0233
8.000000000000007,0.023100000000000002
8.100000000000007,0.023100000000000002
8.200000000000006,0.023
8.300000000000006,0.0228
8.400000000000006,0.0228
8.500000000000007,0.0228
8.600000000000007,0.0227
8.700000000000006,0.0227
8.800000000000008,0.022500000000000003
8.900000000000007,0.022500000000000003
9.000000000000007,0.0224
9.100000000000007,0.0224
9.200000000000006,0.0222
9.300000000000008,0.0222
9.400000000000007,0.0222
9.500000000000007,0.022000000000000002
9.600000000000009,0.022000000000000002
9.700000000000008,0.0219
9.800000000000008,0.0219
9.900000000000007,0.0219
10.0,0.0217
10.5,0.0216
11.0,0.0213
11.5,0.021
12.0,0.020900000000000002
12.5,0.0207
13.0,0.0206
13.5,0.0204
14.0,0.020300000000000002
14.5,0.020200000000000003
15.0,0.02
15.5,0.0199
16.0,0.0199
16.5,0.019700000000000002
17.0,0.0196
17.5,0.0196
18.0,0.0195
18.5,0.0195
19.0,0.0193
19.5,0.0193
20.0,0.019200000000000002
