Rpeak,BTmin
1.0,0.2053
1.1,0.19160000000000002
1.2000000000000002,0.1825
1.3000000000000003,0.17270000000000002
1.4000000000000004,0.16570000000000001
1.5000000000000004,0.1579
1.6000000000000005,0.1525
1.7000000000000006,0.14730000000000001
1.8000000000000007,0.1423
1.9000000000000008,0.1385
2.000000000000001,0.1337
2.100000000000001,0.131
2.200000000000001,0.1274
2.300000000000001,0.12480000000000001
2.4000000000000012,0.1223
2.5000000000000013,0.1197
2.6000000000000014,0.11810000000000001
2.7000000000000015,0.11570000000000001
2.8000000000000016,0.11410000000000001
2.9000000000000017,0.1125
3.0000000000000018,0.1102
3.100000000000002,0.1087
3.200000000000002,0.1072
3.300000000000002,0.10650000000000001
3.400000000000002,0.10500000000000001
3.500000000000002,0.10360000000000001
3.6000000000000023,0.1029
3.7000000000000024,0.1014
3.8000000000000025,0.10070000000000001
3.9000000000000026,0.0994
4.000000000000003,0.09870000000000001
4.100000000000003,0.09730000000000001
4.200000000000003,0.09670000000000001
4.3000000000000025,0.096
4.400000000000003,0.09530000000000001
4.5000000000000036,0.0947
4.600000000000003,0.094
4.700000000000003,0.09340000000000001
4.800000000000003,0.0927
4.900000000000004,0.0921
5.0000000000000036,0.0915
5.100000000000003,0.0908
5.200000000000004,0.0902
5.300000000000004,0.0896
5.400000000000004,0.0896
5.5000000000000036,0.08900000000000001
5.600000000000004,0.0883
5.700000000000005,0.0877
5.800000000000004,0.08710000000000001
5.900000000000004,0.08710000000000001
6.000000000000004,0.08650000000000001
6.100000000000005,0.0859
6.200000000000005,0.0859
6.300000000000004,0.0853
6.400000000000005,0.0853
6.500000000000005,0.0848
6.600000000000005,0.08420000000000001
6.700000000000005,0.08420000000000001
6.800000000000005,0.08360000000000001
6.900000000000006,0.08360000000000001
7.000000000000005,0.083
7.100000000000005,0.083
7.2000000000000055,0.0824
7.300000000000006,0.0824
7.400000000000006,0.0819
7.500000000000005,0.0819
7.600000000000006,0.0819
7.700000000000006,0.0813
7.800000000000006,0.0813
7.900000000000006,0.08080000000000001
8.000000000000007,0.08080000000000001
8.100000000000007,0.08080000000000001
8.200000000000006,0.08020000000000001
8.300000000000006,0.08020000000000001
8.400000000000006,0.08020000000000001
8.500000000000007,0.0796
8.600000000000007,0.0796
8.700000000000006,0.0791
8.800000000000008,0.0791
8.900000000000007,0.0791
9.000000000000007,0.0791
9.100000000000007,0.0786
9.200000000000006,0.0786
9.300000000000008,0.0786
9.400000000000007,0.078
9.500000000000007,0.078
9.600000000000009,0.078
9.700000000000008,0.078
9.800000000000008,0.0775
9.900000000000007,0.0775
10.0,0.0775
10.5,0.07690000000000001
11.0,0.07640000000000001
11.5,0.07590000000000001
12.0,0.07540000000000001
12.5,0.0748
13.0,0.0743
13.5,0.0738
14.0,0.0738
14.5,0.0733
15.0,0.0733
15.5,0.0728
16.0,0.0728
16.5,0.0723
17.0,0.0723
17.5,0.0723
18.0,0.0718
18.5,0.0718
19.0,0.0718
19.5,0.0713
20.0,0.0713
