Rpeak,BTmin
1.0,0.3377
1.1,0.3196
1.2000000000000002,0.30660000000000004
1.3000000000000003,0.2962
1.4000000000000004,0.2841
1.5000000000000004,0.27640000000000003
1.6000000000000005,0.267
1.7000000000000006,0.2597
1.8000000000000007,0.2544
1.9000000000000008,0.2474
2.000000000000001,0.2424
2.100000000000001,0.2358
2.200000000000001,0.2325
2.300000000000001,0.2277
2.4000000000000012,0.22460000000000002
2.5000000000000013,0.22
2.6000000000000014,0.217
2.7000000000000015,0.21400000000000002
2.8000000000000016,0.2111
2.9000000000000017,0.2082
3.0000000000000018,0.2053
3.100000000000002,0.2025
3.200000000000002,0.2011
3.300000000000002,0.1983
3.400000000000002,0.197
3.500000000000002,0.1956
3.6000000000000023,0.19290000000000002
3.7000000000000024,0.19160000000000002
3.8000000000000025,0.189
3.9000000000000026,0.189
4.000000000000003,0.1877
4.100000000000003,0.18510000000000001
4.200000000000003,0.18380000000000002
4.3000000000000025,0.1825
4.400000000000003,0.18130000000000002
4.5000000000000036,0.18130000000000002
4.600000000000003,0.17880000000000001
4.700000000000003,0.17880000000000001
4.800000000000003,0.1776
4.900000000000004,0.1763
5.0000000000000036,0.1751
5.100000000000003,0.1739
5.200000000000004,0.1739
5.300000000000004,0.17270000000000002
5.400000000000004,0.1715
5.5000000000000036,0.1715
5.600000000000004,0.1704
5.700000000000005,0.1704
5.800000000000004,0.16920000000000002
5.900000000000004,0.168
6.000000000000004,0.168
6.100000000000005,0.16690000000000002
6.200000000000005,0.16690000000000002
6.300000000000004,0.16570000000000001
6.400000000000005,0.16570000000000001
6.500000000000005,0.1646
6.600000000000005,0.1646
6.700000000000005,0.16340000000000002
6.800000000000005,0.16340000000000002
6.900000000000006,0.1623
7.000000000000005,0.1623
7.100000000000005,0.1623
7.2000000000000055,0.1612
7.300000000000006,0.1612
7.400000000000006,0.16010000000000002
7.500000000000005,0.16010000000000002
7.600000000000006,0.16010000000000002
7.700000000000006,0.159
7.800000000000006,0.159
7.900000000000006,0.159
8.000000000000007,0.1579
8.100000000000007,0.1579
8.200000000000006,0.1579
8.300000000000006,0.1568
8.400000000000006,0.1568
8.500000000000007,0.1568
8.600000000000007,0.1568
8.700000000000006,0.1557
8.800000000000008,0.1557
8.900000000000007,0.1557
9.000000000000007,0.15460000000000002
9.100000000000007,0.15460000000000002
9.200000000000006,0.15460000000000002
9.300000000000008,0.15460000000000002
9.400000000000007,0.15360000000000001
9.500000000000007,0.15360000000000001
9.600000000000009,0.15360000000000001
9.700000000000008,0.15360000000000001
9.800000000000008,0.15360000000000001
9.900000000000007,0.1525
10.0,0.1525
10.5,0.1515
11.0,0.1504
11.5,0.1504
12.0,0.1494
12.5,0.1484
13.0,0.1484
13.5,0.14730000000000001
14.0,0.14730000000000001
14.5,0.1463
15.0,0.1463
15.5,0.1453
16.0,0.1453
16.5,0.1453
17.0,0.1443
17.5,0.1443
18.0,0.1443
18.5,0.1443
19.0,0.1433
19.5,0.1433
20.0,0.1433
