Rpeak,BTmin
1.0,0.015600000000000001
1.1,0.0142
1.2000000000000002,0.0131
1.3000000000000003,0.012100000000000001
1.4000000000000004,0.011300000000000001
1.5000000000000004,0.0105
1.6000000000000005,0.01
1.7000000000000006,0.0094
1.8000000000000007,0.0091
1.9000000000000008,0.0086
2.000000000000001,0.0083
2.100000000000001,0.008
2.200000000000001,0.0077
2.300000000000001,0.0074
2.4000000000000012,0.007200000000000001
2.5000000000000013,0.007
2.6000000000000014,0.0068000000000000005
2.7000000000000015,0.0066
2.8000000000000016,0.0064
2.9000000000000017,0.0063
3.0000000000000018,0.0061
3.100000000000002,0.006
3.200000000000002,0.0059
3.300000000000002,0.0058000000000000005
3.400000000000002,0.0056
3.500000000000002,0.0055000000000000005
3.6000000000000023,0.0054
3.7000000000000024,0.0053
3.8000000000000025,0.0053
3.9000000000000026,0.005200000000000001
4.000000000000003,0.0051
4.100000000000003,0.005
4.200000000000003,0.005
4.3000000000000025,0.0049
4.400000000000003,0.0048000000000000004
4.5000000000000036,0.0048000000000000004
4.600000000000003,0.0047
4.700000000000003,0.0046
4.800000000000003,0.0046
4.900000000000004,0.0045000000000000005
5.0000000000000036,0.0045000000000000005
5.100000000000003,0.0044
5.200000000000004,0.0044
5.300000000000004,0.0044
5.400000000000004,0.0043
5.5000000000000036,0.0043
5.600000000000004,0.004200000000000001
5.700000000000005,0.004200000000000001
5.800000000000004,0.0041
5.900000000000004,0.0041
6.000000000000004,0.0041
6.100000000000005,0.004
6.200000000000005,0.004
6.300000000000004,0.004
6.400000000000005,0.004
6.500000000000005,0.0039000000000000003
6.600000000000005,0.0039000000000000003
6.700000000000005,0.0039000000000000003
6.800000000000005,0.0038
6.900000000000006,0.0038
7.000000000000005,0.0038
7.100000000000005,0.0038
7.2000000000000055,0.0037
7.300000000000006,0.0037
7.400000000000006,0.0037
7.500000000000005,0.0037
7.600000000000006,0.0037
7.700000000000006,0.0036000000000000003
7.800000000000006,0.0036000000000000003
7.900000000000006,0.0036000000000000003
8.000000000000007,0.0036000000000000003
8.100000000000007,0.0036000000000000003
8.200000000000006,0.0035
8.300000000000006,0.0035
8.400000000000006,0.0035
8.500000000000007,0.0035
8.600000000000007,0.0035
8.700000000000006,0.0035
8.800000000000008,0.0035
8.900000000000007,0.0034000000000000002
9.000000000000007,0.0034000000000000002
9.100000000000007,0.0034000000000000002
9.200000000000006,0.0034000000000000002
9.300000000000008,0.0034000000000000002
9.400000000000007,0.0034000000000000002
9.500000000000007,0.0034000000000000002
9.600000000000009,0.0033
9.700000000000008,0.0033
9.800000000000008,0.0033
9.900000000000007,0.0033
10.0,0.0033
10.5,0.0032
11.0,0.0032
11.5,0.0031000000000000003
12.0,0.0031000000000000003
12.5,0.0031000000000000003
13.0,0.003
13.5,0.003
14.0,0.003
14.5,0.0029000000000000002
15.0,0.0029000000000000002
15.5,0.0029000000000000002
16.0,0.0029000000000000002
16.5,0.0029000000000000002
17.0,0.0028
17.5,0.0028
18.0,0.0028
18.5,0.0028
19.0,0.0028
19.5,0.0028
20.0,0.0027
